winery,wine_type,city,country,wine_name,year,overall_rating,overall_rating_count,price,light_bold,smooth_tannic,dry_sweet,soft_acidic
Roagna,Red wine,Langhe,Italy,Langhe Rosso,2015,4,159,70.99,59.5976,45.215,7.84479,31.8695
Montevetrano,Red wine,Colli di Salerno,Italy,Colli di Salerno Rosso,2016,4,151,79.99,78.8349,42.9305,23.2603,26.5966
Gramercy Cellars,Red wine,Columbia Valley,United States,Lagniappe Syrah,2014,4,144,74.97,62.8114,55.5282,0,52.9183
Castello di Verduno,Red wine,Barbaresco,Italy,Rabajà Barbaresco,2010,4,135,75.97,60.3832,68.4449,9.30987,80
Cascina Bruciata,Red wine,Barbaresco,Italy,Rio Sordo Barbaresco Riserva,2013,4,130,70.99,65.0967,70.3319,2.06166,80
ColleMassari,Red wine,Montecucco,Italy,Poggio Lombrone Montecucco Sangiovese Riserva,2015,4,127,77.99,51.9308,48.8089,3.3707,50.2278
Cantine Lonardo,Red wine,Taurasi,Italy,Taurasi,2012,4,95,75.99,80,46.9586,18.8008,28.5628
Fontodi,Red wine,Colli della Toscana Centrale,Italy,Case Via Syrah,2015,4,94,74.99,49.8784,42.5855,8.7949,41.6548
Passopisciaro,Red wine,Terre Siciliane,Italy,Contrada Rampante,2015,4,89,74.99,68.2064,47.4859,16.3483,36.2083
Lewis Cellars,Red wine,Napa Valley,United States,Racecar Red,2018,4,86,71.99,66.9254,48.7665,25.3069,46.1079
Favia,Red wine,Napa Valley,United States,Carbone Cabernet Blend,2015,4,85,79.99,-1,-1,-1,-1
Foradori,Red wine,Vigneti delle Dolomiti,Italy,Granato,2017,4,73,75,61.839,40.4367,15.9684,31.4787
Virna,Red wine,Barolo,Italy,Cannubi Boschis Barolo,2014,4,70,71.99,61.1935,75.2438,0.071925,80
Albino Rocca,Red wine,Barbaresco,Italy,Barbaresco Vigneto Brich Ronchi,2017,4,64,72.99,59.4683,67.6955,1.61004,80
Nada Fiorenzo,Red wine,Barbaresco,Italy,Rombone Barbaresco,2015,4,63,78.99,53.4231,70.5794,4.18315,80
Castello di Querceto,Red wine,Colli della Toscana Centrale,Italy,Colli Della Toscana Centrale Il Querciolaia,2011,4,61,79.99,49.4236,39.2684,7.0614,46.5602
Guarachi,Red wine,Sonoma Coast,United States,Gaps Crown Vineyard Pinot Noir,2014,4,59,71.38,53.6286,18.3399,0,53.9161
DeSante,Red wine,Oakville,United States,Cabernet Sauvignon,2012,4,56,76.49,80,46.6503,3.50544,48.7095
Castagnoli,Red wine,Chianti Classico,Italy,Terrazze Chianti Classico Riserva,2015,4,53,72.99,45.1483,56.783,7.71657,59.6408
Farella Vineyards,Red wine,Coombsville,United States,Cabernet Sauvignon,2013,4,51,79.99,80,52.3995,0,51.4595
Castello di Monsanto,Red wine,Chianti Classico,Italy,Chianti Classico Riserva Il Poggio,2014,4,41,75.99,44.2398,58.949,7.54016,63.3145
Galerie,Red wine,Knights Valley,United States,Latro Cabernet Sauvignon,2015,4,41,79.99,80,52.0005,3.55846,41.4248
Lioco,Red wine,Santa Cruz Mountains,United States,Savaria Vineyard Pinot Noir,2016,4,40,77.99,32.8597,19.8402,9.65792,48.8111
Castello di Bossi,Red wine,Toscana,Italy,Toscana Corbaia,2013,4,33,71.39,49.321,42.5208,2.37954,41.9075
Raymond,Red wine,Napa Valley,United States,Estate Collection Merlot,2015,4,33,75,62.238,14.3854,11.5426,7.52293
B. Leighton,Red wine,Yakima Valley,United States,Syrah (Olsen Brothers Vineyard),2016,4,30,76.99,67.4751,61.7015,14.3908,50.5512
Coltibuono,Red wine,Toscana,Italy,Sangioveto di Toscana,2015,4,27,71.99,48.9011,39.0878,7.24291,48.5359
Batasiolo,Red wine,Barbaresco,Italy,Barbaresco,2015,3.9,338,70.99,59.0741,68.4162,0.01287,80
Luca Bosio,Red wine,Barolo,Italy,Barolo,2015,3.9,336,76.99,60.7726,72.9959,0,79.6516
ColleMassari,Red wine,Montecucco,Italy,Poggio Lombrone Montecucco Sangiovese Riserva,2013,3.9,320,71.99,51.9308,48.8089,3.3707,50.2278
Aldo Rainoldi,Red wine,Valtellina Superiore,Italy,Sassella Riserva Valtellina Superiore,2013,3.9,303,73.99,55.5268,70.2612,0,78.2618
Castello di Querceto,Red wine,Colli della Toscana Centrale,Italy,Colli Della Toscana Centrale Cignale,2013,3.9,123,78.75,46.8026,38.1186,3.45677,45.4552
Mauro Veglio,Red wine,Barolo,Italy,Barolo Arborina,2014,3.9,98,74.99,58.7613,75.263,0,80
Ellena Giuseppe,Red wine,Barolo,Italy,Barolo Ascheri,2009,3.9,98,73.99,60.3269,76.2598,2.13418,80
Robert Foley Vineyards,Red wine,Napa Valley,United States,Petite Sirah,2007,3.9,53,76.99,76.3565,75.4184,9.67419,52.228
Lateral,Red wine,Napa Valley,United States,Red Blend,2016,3.9,49,76.99,80,49.0677,2.05502,64.3485
Castello di Querceto,Red wine,Colli della Toscana Centrale,Italy,Colli Della Toscana Centrale La Corte,2011,3.9,48,79.99,46.5031,35.836,0,45.1689
Twomey,Red wine,Napa Valley,United States,Merlot,2003,3.9,46,79.99,63.1024,17.9907,11.4609,7.69971
Cascina Fontana,Red wine,Barolo,Italy,Barolo,2016,3.9,45,78.99,55.2154,74.9391,1.76913,80
Adobe Road,Red wine,Rutherford,United States,Cabernet Sauvignon,2012,3.9,28,74.99,80,45.4138,0,44.4017
Fonterutoli,Red wine,Chianti Classico,Italy,Chianti Classico,2012,3.8,2002,74.99,43.4737,52.6092,2.65088,59.8118
Giacosa Fratelli,Red wine,Barolo,Italy,Barolo Bussia,2013,3.8,240,71.99,62.9285,79.457,0.92001,80
Tenuta Il Poggione,Red wine,Rosso di Montalcino,Italy,Rosso di Montalcino,2007,3.8,131,74.99,42.446,37.8382,0.372067,44.155
Mauro Veglio,Red wine,Barolo,Italy,Barolo Castelletto,2014,3.7,83,74.99,60.7643,77.2108,0,80
Trinitas,Red wine,Napa Valley,United States,Meritage,2010,3.7,36,74.99,80,48.8365,3.43802,61.8228
Gorman Winery,Red wine,Red Mountain,United States,The Evil Twin Syrah - Cabernet Sauvignon,2011,3.7,32,71.99,68.315,58.4622,2.97849,61.3576
Calera,Red wine,Mount Harlan,United States,Pinot Noir Ryan Vineyard,2008,3.7,26,74.99,44.4217,23.1046,5.44016,52.3231
Brick & Mortar,Red wine,Mendocino Ridge,United States,Manchester Ridge Vineyard Pinot Noir,2017,3.7,26,74.99,38.1997,25.3393,0,57.4042
Cascina delle Rose,Red wine,Barbaresco,Italy,Barbaresco Rio Sordo,2014,3.6,32,71.99,58.7689,70.7434,0,80
Williams Selyem,Red wine,Anderson Valley,United States,Burt Williams' Morning Dew Ranch Pinot Noir,2013,4.7,69,109.99,41.5464,20.2025,5.36702,52.4301
Soliste,Red wine,Bennett Valley,United States,Out of the Shadows Syrah,2009,4.7,31,61.19,73.1204,56.456,5.68519,46.544
Kosta Browne,Red wine,Sonoma Coast,United States,Sonoma Coast Pinot Noir,2013,4.6,690,122,44.6199,16.6231,7.04492,48.655
Sea Smoke,Red wine,Sta. Rita Hills,United States,Southing Pinot Noir,2017,4.6,559,119.88,42.2765,16.8781,5.32243,50.5161
Tribute,Red wine,Sonoma Mountain,United States,Red Blend,2013,4.6,217,79.98,80,55.8269,4.94241,62.1575
Kosta Browne,Red wine,Santa Lucia Highlands,United States,Santa Lucia Highlands Pinot Noir,2014,4.6,198,129.95,41.6384,19.0942,14.1111,49.0302
Lancaster Estate,Red wine,Alexander Valley,United States,Cabernet Sauvignon,2015,4.6,186,89.99,80,48.493,3.28232,42.2233
Williams Selyem,Red wine,Anderson Valley,United States,Ferrington Vineyard Pinot Noir,2012,4.6,159,80,43.2628,17.5517,6.73391,51.7005
Kosta Browne,Red wine,Santa Lucia Highlands,United States,Santa Lucia Highlands Pinot Noir,2013,4.6,140,129.95,41.6384,19.0942,14.1111,49.0302
Kosta Browne,Red wine,Santa Lucia Highlands,United States,Santa Lucia Highlands Pinot Noir,2017,4.6,92,129.95,41.6384,19.0942,14.1111,49.0302
Roar,Red wine,Santa Lucia Highlands,United States,Garys' Vineyard Pinot Noir,2017,4.6,77,64.99,47.334,18.3978,2.86195,49.6585
Leonetti,Red wine,Walla Walla Valley,United States,Merlot,2016,4.6,71,88.85,63.1061,30.7612,7.15598,28.567
Kosta Browne,Red wine,Santa Lucia Highlands,United States,Santa Lucia Highlands Pinot Noir,2018,4.6,60,129.95,41.6384,19.0942,14.1111,49.0302
Leonetti,Red wine,Walla Walla Valley,United States,Merlot,2007,4.6,57,88.85,63.1061,30.7612,7.15598,28.567
Hunnicutt,Red wine,Napa Valley,United States,Napa Valley Cabernet Sauvignon,2017,4.6,49,76.49,80,43.5238,12.1107,44.813
Barnett,Red wine,Napa Valley,United States,Cyrus Ryan Vineyard Cabernet Sauvignon,2015,4.6,49,75,80,50.537,0.434457,49.1142
Vincent Christopher,Red wine,Sonoma Coast,United States,Walala Vineyard Pinot Noir,2015,4.6,46,73.95,37.6107,7.32215,0,52.1409
Arista,Red wine,Russian River Valley,United States,Toboni Vineyard Pinot Noir,2015,4.6,45,79.99,42.0404,20.7515,0.204192,54.3387
Crocker & Starr,Red wine,Napa Valley,United States,RLC Cabernet Sauvignon,2014,4.6,43,74.49,73.576,56.5731,1.25425,51.0189
Rex Hill,Red wine,Willamette Valley,United States,Jacob-Hart Vineyard Pinot Noir,2017,4.6,39,64.99,17.7024,19.5155,2.88975,60.9394
Ciacci Piccolomini d'Aragona,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino Pianrosso,2000,4.6,37,89.99,43.293,53.4169,5.37289,62.0169
Saunter,Red wine,Howell Mountain,United States,Eagle Summit Vineyard Cabernet Sauvignon,2014,4.6,35,76.99,80,49.8028,0,51.3838
Williams Selyem,Red wine,Russian River Valley,United States,Eastside Road Neighbors Pinot Noir,2011,4.6,32,99.99,41.5766,19.2088,11.9994,51.6059
Reynvaan,Red wine,Walla Walla Valley,United States,Stonessence Estate Syrah,2013,4.6,29,105,62.7971,50.37,0,51.3526
Reynvaan,Red wine,Walla Walla Valley,United States,Stonessence Estate Syrah,2014,4.6,29,105,62.7971,50.37,0,51.3526
B Cellars,Red wine,Napa Valley,United States,Blend 24,2018,4.6,29,59.99,80,54.5926,1.13528,62.7034
Cade,Red wine,Howell Mountain,United States,Estate Cabernet Sauvignon Howell Mountain,2012,4.5,789,119.99,80,49.3849,5.87029,49.7696
Chimney Rock,Red wine,Stags Leap District,United States,Cabernet Sauvignon,2015,4.5,773,103.99,80,48.2641,0.901862,50.1466
La Jota,Red wine,Howell Mountain,United States,Cabernet Sauvignon,2012,4.5,637,124.99,80,50.3554,2.36361,49.7203
Quintarelli Giuseppe,Red wine,Valpolicella Classico,Italy,Valpolicella Classico Superiore,2012,4.5,599,119.99,43.872,30.0681,19.1268,51.3622
Pride Mountain Vineyards,Red wine,Napa Valley,United States,Cabernet Sauvignon,2015,4.5,566,76,80,48.9745,4.97294,47.1622
Sinegal Estate,Red wine,Napa Valley,United States,Napa Valley Cabernet Sauvignon,2016,4.5,555,93.97,79.397,47.7501,6.44848,46.0308
Williams Selyem,Red wine,Russian River Valley,United States,Russian River Valley Pinot Noir,2012,4.5,527,99.99,42.3491,16.9566,3.64633,50.6062
Pride Mountain Vineyards,Red wine,Napa Valley,United States,Cabernet Sauvignon,2016,4.5,482,76,80,48.9745,4.97294,47.1622
Tenuta Santa Maria di Gaetano Bertani,Red wine,Amarone della Valpolicella Classico,Italy,Amarone della Valpolicella Classico Riserva,2013,4.5,452,104.99,79.1118,20.3628,45.6435,22.914
Pahlmeyer,Red wine,Napa Valley,United States,Merlot,2014,4.5,404,84.99,63.1287,19.1203,17.0752,10.1832
Dunn,Red wine,Napa Valley,United States,Cabernet Sauvignon,2014,4.5,363,249.99,80,51.5374,5.20972,49.8633
Miner,Red wine,Napa Valley,United States,The Oracle,2013,4.5,272,89.99,80,49.9627,1.96222,60.7228
Williams Selyem,Red wine,Sonoma Coast,United States,Sonoma Coast Pinot Noir,2014,4.5,267,119.99,42.6808,20.5291,6.16978,51.8014
Louis M. Martini,Red wine,Sonoma Valley,United States,Monte Rosso Vineyard Cabernet Sauvignon,2015,4.5,257,125,80,51.834,4.3594,40.6054
J. Rochioli,Red wine,Russian River Valley,United States,Estate Grown Pinot Noir,2016,4.5,244,88.99,44.5026,15.8024,6.22912,49.8004
Speri,Red wine,Amarone della Valpolicella Classico,Italy,Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico,2016,4.5,232,74.99,80,21.9629,44.887,22.5403
Burly,Red wine,Napa Valley,United States,Cabernet Sauvignon,2013,4.5,230,99.99,80,50.2302,0,51.0104
Stonestreet,Red wine,Alexander Valley,United States,Rockfall Cabernet Sauvignon,2010,4.5,227,114.99,80,50.1561,3.71463,40.7524
HDV,Red wine,Napa Valley,United States,Belle Cousine (Hyde Vineyard),2012,4.5,209,84.99,80,51.2661,5.126,60.1975
Venturini,Red wine,Amarone della Valpolicella Classico,Italy,Campo Masua Amarone della Valpolicella Classico,2012,4.5,194,75.95,80,24.6905,46.2827,24.9183
Quintarelli Giuseppe,Red wine,Valpolicella Classico,Italy,Valpolicella Classico Superiore,2013,4.5,185,252,43.872,30.0681,19.1268,51.3622
Michael Mondavi,Red wine,Napa Valley,United States,Animo Cabernet Sauvignon,2014,4.5,183,84.99,80,54.0821,1.75134,50.1764
Tenuta Luce,Red wine,Toscana,Italy,Luce,2004,4.5,177,153.74,50.4231,41.5265,9.46483,43.3262
J. Rochioli,Red wine,Russian River Valley,United States,Estate Grown Pinot Noir,2017,4.5,171,88.99,44.5026,15.8024,6.22912,49.8004
Kosta Browne,Red wine,Sta. Rita Hills,United States,Sta. Rita Hills Pinot Noir,2017,4.5,163,98.99,43.0461,17.6421,4.20624,49.4236
Saint Helena Winery,Red wine,Napa Valley,United States,Estate Cabernet Sauvignon,2012,4.5,144,183.95,80,49.9093,0,50.4182
Venge Vineyards,Red wine,Calistoga,United States,Zinfandel Signal Fire Vineyard,2015,4.5,144,75.56,80,26.1922,30.2312,13.1737
Del Dotto,Red wine,Sonoma Coast,United States,Pinot Noir Cinghiale Vineyard,2017,4.5,139,75,44.0965,13.142,2.87203,49.6956
Saint Helena Winery,Red wine,Napa Valley,United States,Estate Cabernet Sauvignon,2010,4.5,139,183.95,80,49.9093,0,50.4182
Soter Vineyards,Red wine,Yamhill-Carlton District,United States,Mineral Springs Ranch Pinot Noir,2016,4.5,137,79.99,24.1122,20.8722,2.48805,60.872
Leonetti,Red wine,Walla Walla Valley,United States,Merlot,2013,4.5,136,88.85,63.1061,30.7612,7.15598,28.567
Le Potazzine,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino Le Potazzine,2004,4.5,125,76.49,42.8161,54.5497,0.0148975,62.33
Paolo Bea,Red wine,Montefalco,Italy,Pipparello Montefalco Rosso Riserva,2012,4.5,114,76,51.8685,41.8329,3.9685,46.9659
Mending Wall,Red wine,Napa Valley,United States,Cabernet Sauvignon,2014,4.5,114,84.99,80,47.4805,9.59081,52.1758
Elyse,Red wine,Rutherford,United States,Morisoli Vineyard Cabernet Sauvignon,2014,4.5,113,79.99,80,51.7873,8.93268,49.0446
Hamel Family,Red wine,Sonoma Valley,United States,Isthmus,2016,4.5,101,74.95,80,60.7602,0,62.2585
Ceretto,Red wine,Barolo,Italy,Barolo Prapò Bricco Rocche,2000,4.5,98,78.13,59.2189,71.2806,4.99281,80
Roccolo Grassi,Red wine,Amarone della Valpolicella,Italy,Amarone della Valpolicella,2015,4.5,98,74.99,80,23.5563,48.6469,21.726
White Rose Estate,Red wine,Dundee Hills,United States,The Neo-Classical Objective Pinot Noir,2014,4.5,97,94.99,18.3291,22.6447,2.96476,64.0955
Chappellet,Red wine,Napa Valley,United States,Cabernet Franc (Pritchard Hill),2014,4.5,87,94.85,56.5895,50.123,1.49812,40.4195
Wayfarer,Red wine,Fort Ross-Seaview,United States,Pinot Noir,2016,4.5,86,89.95,44.5,19.1862,10.1328,54.5558
Williams Selyem,Red wine,Yorkville Highlands,United States,Weir Vineyard Pinot Noir,2014,4.5,85,75,38.7549,15.8025,6.70609,48.8415
Williams Selyem,Red wine,Anderson Valley,United States,Ferrington Vineyard Pinot Noir,2010,4.5,82,79,43.2628,17.5517,6.73391,51.7005
Ferrando,Red wine,Carema,Italy,White Label Carema,2014,4.5,82,77.49,55.2294,39.67,7.40255,36.8584
Pisoni Vineyards,Red wine,Santa Lucia Highlands,United States,Estate Pinot Noir,2014,4.5,82,219,49.0851,20.1859,4.52011,52.1269
Nicholson Ranch,Red wine,Sonoma County,United States,Cactus Hill,2014,4.5,80,75,39.693,19.7726,0.552852,50.7651
Hunnicutt,Red wine,Napa Valley,United States,Napa Valley Cabernet Sauvignon,2014,4.5,75,76.49,80,43.5238,12.1107,44.813
Delectus,Red wine,Napa Valley,United States,Mutti's Pride Cabernet Sauvignon,2006,4.5,71,70,80,55.6905,6.75218,50.9597
Lail Vineyards,Red wine,Napa Valley,United States,Blueprint Cabernet Sauvignon,2008,4.5,71,106.99,80,51.5107,5.66011,49.9055
Linne Calodo,Red wine,Paso Robles,United States,Problem Child,2017,4.5,70,94.99,80,54.813,12.1239,61.755
Stephanie,Red wine,Napa Valley,United States,Proprietary Red,2012,4.5,65,74.95,80,52.2955,4.36089,60.7955
Bevan Cellars,Red wine,Sta. Rita Hills,United States,Rita's Crown Vineyard Pinot Noir,2014,4.5,65,80,57.196,19.6194,7.91847,50.641
Roar,Red wine,Santa Lucia Highlands,United States,Rosella's Vineyard Pinot Noir,2015,4.5,63,67.4,42.258,16.0971,6.05769,55.8901
Leonetti,Red wine,Walla Walla Valley,United States,Sangiovese,2013,4.5,62,79.04,-1,-1,-1,-1
Davis Estates,Red wine,Napa Valley,United States,Cabernet Sauvignon,2016,4.5,61,84.99,80,53.7853,1.93992,50.7887
Bernardus,Red wine,Carmel Valley,United States,Marinus,2014,4.5,56,67.99,80,57.9747,4.64558,59.0798
Sequitur,Red wine,Ribbon Ridge,United States,Pinot Noir,2015,4.5,55,84.99,25.497,20.4625,13.4959,62.1986
Denner Vineyards,Red wine,Paso Robles,United States,The Ditch Digger,2017,4.5,53,99.99,80,51.7009,3.98135,54.526
Williams Selyem,Red wine,Sonoma Coast,United States,Hirsch Vineyard Pinot Noir,2012,4.5,53,105,43.544,17.1197,0,49.3009
Linne Calodo,Red wine,Paso Robles,United States,Rising Tides,2013,4.5,52,78,80,52.1921,4.64872,48.8155
Robert Craig,Red wine,Spring Mountain District,United States,Cabernet Sauvignon Spring Mountain,2014,4.5,52,89.99,80,54.9366,6.75338,51.8001
Denner Vineyards,Red wine,Paso Robles,United States,The Dirt Worshipper,2017,4.5,51,99.99,77.7104,54.1784,0.759145,40.9774
Rivers-Marie,Red wine,Napa Valley,United States,Cabernet Sauvignon,2017,4.5,49,109.99,80,53.3601,11.0875,47.9454
Hailstone,Red wine,Napa Valley,United States,Impact Cabernet Sauvignon,2013,4.5,46,72,80,50.1806,4.70391,43.964
Bugay,Red wine,Sonoma County,United States,The Empress Cabernet Sauvignon,2009,4.5,46,75,80,58.5434,0.677683,61.9959
Sequitur,Red wine,Ribbon Ridge,United States,Pinot Noir,2014,4.5,45,84.99,25.497,20.4625,13.4959,62.1986
Post Parade,Red wine,Napa Valley,United States,Cabernet Sauvignon,2012,4.5,45,81.59,80,50.8995,4.25098,50.1466
Walt,Red wine,Santa Lucia Highlands,United States,Sierra Mar Pinot Noir,2018,4.5,44,75,52.8228,19.2803,13.2815,48.585
Hunt McKay,Red wine,Rutherford,United States,Morisoli Vineyard Cabernet Sauvignon,2011,4.5,44,79.99,80,49.8368,0.163185,53.6188
Williamson,Red wine,Russian River Valley,United States,Passion Pinot Noir,2012,4.5,40,75,43.2662,22.3177,2.87636,48.8132
Sojourn,Red wine,Oakville,United States,Oakville Cabernet Sauvignon,2013,4.5,36,74.99,80,42.4486,4.96196,47.789
Aftermath,Red wine,Napa Valley,United States,Cabernet Sauvignon,2016,4.5,35,74.99,80,54.1755,7.57784,47.4155
Testarossa Winery,Red wine,Santa Lucia Highlands,United States,Doctor's Vineyard Pinot Noir,2018,4.5,33,71.5,41.3988,17.1377,3.6968,55.1867
Seavey Vineyard,Red wine,Napa Valley,United States,Caravina Cabernet Sauvignon,2015,4.5,29,79.99,80,50.2378,4.6427,49.6445
Frank Family,Red wine,Napa Valley,United States,S&J Vineyard Petite Sirah Reserve,2017,4.5,28,70,77.9006,68.1877,10.6991,50.6874
Occhipinti,Red wine,Terre Siciliane,Italy,Cerasuolo di Vittoria Classico,2013,4.5,28,75,80,45.1798,25.9377,30.8143
Baxter,Red wine,Mendocino,United States,Oppenlander Vineyard Pinot Noir,2013,4.5,26,70,42.094,14.5912,4.38022,50.8245
Frog's Leap,Red wine,Napa Valley,United States,North Hill Truchard Vineyard Merlot,2017,4.5,26,75,66.5,22.9861,11.5,17.8333
Côte Bonneville,Red wine,Yakima Valley,United States,Red Blend (DuBrul Vineyard),2007,4.5,25,142.95,57.6835,46.5342,7.76141,62.3422
Cakebread,Red wine,Napa Valley,United States,Cabernet Sauvignon,2012,4.4,2781,99.99,80,46.6477,4.57023,49.7952
Silver Oak,Red wine,Alexander Valley,United States,Alexander Valley Cabernet Sauvignon,2013,4.4,2763,109.99,80,47.803,1.31668,39.9506
Allegrini,Red wine,Amarone della Valpolicella Classico,Italy,Amarone della Valpolicella Classico,2010,4.4,1937,84.99,80,23.4298,47.7163,21.2478
Tenuta Luce,Red wine,Toscana,Italy,Luce,2013,4.4,1883,153.74,50.4231,41.5265,9.46483,43.3262
Pine Ridge,Red wine,Napa Valley,United States,Napa Valley Cabernet Sauvignon,2015,4.4,1545,59.95,80,48.6187,8.34465,48.9547
Cakebread,Red wine,Napa Valley,United States,Cabernet Sauvignon,2009,4.4,1332,171.99,80,46.6477,4.57023,49.7952
Tenuta Luce,Red wine,Toscana,Italy,Luce,2012,4.4,1265,153.74,50.4231,41.5265,9.46483,43.3262
Mt. Brave,Red wine,Mount Veeder,United States,Cabernet Sauvignon,2012,4.4,997,119.99,80,51.051,3.18433,51.532
Mt. Brave,Red wine,Mount Veeder,United States,Cabernet Sauvignon,2013,4.4,734,119.99,80,51.051,3.18433,51.532
Ciacci Piccolomini d'Aragona,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino Pianrosso,2012,4.4,631,89.99,43.293,53.4169,5.37289,62.0169
Alpha Omega,Red wine,Napa Valley,United States,Proprietary Red,2012,4.4,613,145.97,80,49.7921,3.99147,61.8501
Mt. Brave,Red wine,Mount Veeder,United States,Cabernet Sauvignon,2014,4.4,588,99.99,80,51.051,3.18433,51.532
Flora Springs,Red wine,Napa Valley,United States,Trilogy,2013,4.4,587,74,80,48.8216,4.62605,60.5499
Paradigm,Red wine,Oakville,United States,Cabernet Sauvignon,2012,4.4,576,179.99,80,47.8488,5.49579,49.6342
Bella Union,Red wine,Napa Valley,United States,Cabernet Sauvignon,2015,4.4,574,74.95,80,47.7439,4.04781,49.6632
Isole e Olena,Red wine,Toscana,Italy,Cepparello Red,2014,4.4,572,99,47.7775,39.6948,7.17222,44.0814
Cakebread,Red wine,Napa Valley,United States,Cabernet Sauvignon,2007,4.4,558,171.99,80,46.6477,4.57023,49.7952
Giacomo Conterno,Red wine,Barbera d'Alba,Italy,Barbera d'Alba Vigna Francia,2016,4.4,523,72.11,54.5598,23.5859,6.8938,62.027
Lancaster Estate,Red wine,Alexander Valley,United States,Cabernet Sauvignon,2012,4.4,400,99.99,80,48.493,3.28232,42.2233
Fattoria dei Barbi,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino Riserva,2005,4.4,323,131.99,46.7003,54.9989,6.39735,57.9674
La Fiorita,Red wine,Brunello di Montalcino,Italy,Brunello di Montalcino,2008,4.4,320,200,46.1644,55.3253,2.95843,62.3312
Pride Mountain Vineyards,Red wine,Napa Valley,United States,Cabernet Sauvignon,2010,4.4,320,76,80,48.9745,4.97294,47.1622
Beaux Frères,Red wine,Ribbon Ridge,United States,The Beaux Frères Vineyard Pinot Noir,2013,4.4,294,89.99,22.8722,17.4488,6.74487,60.4392
Occidental,Red wine,Sonoma Coast,United States,Freestone-Occidental Pinot Noir,2017,4.4,270,69.99,38.5145,18.0988,3.82027,55.1353
J. Rochioli,Red wine,Russian River Valley,United States,Estate Grown Pinot Noir,2013,4.4,262,88.99,44.5026,15.8024,6.22912,49.8004
Kistler,Red wine,Russian River Valley,United States,Russian River Valley Pinot Noir,2017,4.4,250,74.99,40.6992,17.3457,7.85668,52.9118
Ca La Bionda,Red wine,Amarone della Valpolicella Classico,Italy,Vigneti di Ravazzol Amarone della Valpolicella Classico,2013,4.4,246,71.39,78.3508,23.6379,44.5652,26.5964
Vaso,Red wine,Napa Valley,United States,Cabernet Sauvignon,2014,4.4,242,79.99,80,51.9053,6.88242,49.819
Elio Altare,Red wine,Barolo,Italy,Arborina Barolo,2009,4.4,223,121.99,58.5083,73.4773,8.56279,80
Arietta,Red wine,Napa Valley,United States,Quartet,2016,4.4,223,69.99,80,50.8293,4.78336,60.1019
L'Aventure,Red wine,Paso Robles,United States,Estate Cuvée,2014,4.4,222,109.99,80,55.4277,7.60337,60.8335
Paradigm,Red wine,Oakville,United States,Cabernet Sauvignon,2008,4.4,214,179.99,80,47.8488,5.49579,49.6342
Pian dell'Orino,Red wine,Brunello di Montalcino,Italy,Vigneti del Versante Brunello di Montalcino,2011,4.4,214,141.99,48.94,49.0734,9.90677,58.0901
Joseph Phelps,Red wine,Sonoma Coast,United States,Pastorale Vineyard Pinot Noir,2016,4.4,211,75.97,40.3025,18.7775,4.87488,52.7588
Coup de Foudre,Red wine,Napa Valley,United States,Cabernet Sauvignon,2009,4.4,206,78.88,80,54.9317,5.36249,63.423
Hourglass,Red wine,Calistoga,United States,Blueline Estate Merlot,2014,4.4,206,75,65.7942,18.1393,14.7229,9.16193
Altvs,Red wine,Napa Valley,United States,Cabernet Sauvignon,2010,4.4,198,99.99,80,50.8623,3.3041,49.6355
Tedeschi,Red wine,Valpolicella,Italy,Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,2013,4.4,181,86.99,80,27.011,47.1624,25.6774
Leonetti,Red wine,Walla Walla Valley,United States,Merlot,2011,4.4,165,88.85,63.1061,30.7612,7.15598,28.567
Faust,Red wine,Napa Valley,United States,The Pact Cabernet Sauvignon,2012,4.4,161,112.95,80,49.5131,7.11706,46.3205
Leonetti,Red wine,Walla Walla Valley,United States,Merlot,2014,4.4,149,88.85,63.1061,30.7612,7.15598,28.567
Ghost Block,Red wine,Oakville,United States,Cabernet Sauvignon,2009,4.4,141,120.99,80,46.0939,4.66398,49.1947
K Vintners,Red wine,Washington,United States,King Coal Red,2013,4.4,138,98.99,61.8755,50.4184,6.71122,60.3962
Château St. Jean,Red wine,Sonoma County,United States,Cinq Cépages,2001,4.4,123,94.95,80,54.5451,5.85542,51.901
Bulichella,Red wine,Toscana,Italy,Coldipietrerosse,2015,4.4,124,70,58.3259,41.2764,15.5292,41.182
Domaine de la Côte,Red wine,Sta. Rita Hills,United States,Memorious Pinot Noir,2017,4.4,122,78.5,39.0704,19.9931,3.26122,52.7433
Turley,Red wine,Napa Valley,United States,Hayne Vineyard Petite Sirah,2012,4.4,121,79.99,74.505,76.0101,12.1042,49.7666
K Vintners,Red wine,Wahluke Slope,United States,The Hidden Syrah,2013,4.4,118,89.99,66.271,58.8234,6.80246,52.6452
Silverado Vineyards,Red wine,Coombsville,United States,GEO Cabernet Sauvignon,2015,4.4,114,78.95,80,47.8532,7.68838,48.7496
Barnett,Red wine,Spring Mountain District,United States,Cabernet Sauvignon,2015,4.4,113,79.99,80,50.4745,6.57901,50.9796
